code postal;code INSEE;nom commune (Poste);nom commune (ACOSS); AOT;taux;SMT;taux additionnel
55170;55035;BAZINCOURT SUR SAULX                  ;;;;;
55700;55036;BEAUCLAIR                             ;;;;;
55700;55037;BEAUFORT EN ARGONNE                   ;;;;;
55250;55038;BEAULIEU EN ARGONNE                   ;;;;;
55100;55039;BEAUMONT EN VERDUNOIS                 ;;;;;
55250;55040;BEAUSITE                              ;;;;;
55000;55041;BEHONNE                               ;BEHONNE;CA DE BAR;0,6;;
55100;55042;BELLERAY                              ;;;;;
55430;55043;BELLEVILLE SUR MEUSE                  ;BELLEVILLE SUR MEUSE;SMAT DU VERDUNOIS;0,55;;
55260;55044;BELRAIN                               ;;;;;
55100;55045;BELRUPT EN VERDUNOIS                  ;;;;;
55210;55046;BENEY EN WOEVRE                       ;;;;;
55100;55047;BETHELAINVILLE                        ;;;;;
55270;55048;BETHINCOURT                           ;;;;;
55000;55049;BEUREY SUR SAULX                      ;BEUREY SUR SAULX;CA DE BAR;0,6;;
55100;55050;BEZONVAUX                             ;;;;;
55290;55051;BIENCOURT SUR ORGE                    ;;;;;
55230;55053;BILLY SOUS MANGIENNES                 ;;;;;
55300;55054;BISLEE                                ;;;;;
55400;55055;BLANZEE                               ;;;;;
55400;55057;BOINVILLE EN WOEVRE                   ;;;;;
55200;55058;BONCOURT SUR MEUSE                    ;;;;;
55130;55059;BONNET                                ;;;;;
55160;55060;BONZEE                                ;;;;;
55500;55061;LE BOUCHON SUR SAULX                  ;;;;;
55300;55062;BOUCONVILLE SUR MADT                  ;;;;;
55240;55063;BOULIGNY                              ;BOULIGNY;SMT DU PAYS DU BASSIN DE BRIEY;0,55;;
55300;55064;BOUQUEMONT                            ;;;;;
55270;55065;BOUREUILLES                           ;;;;;
55190;55066;BOVEE SUR BARBOURE                    ;;;;;
55500;55067;BOVIOLLES                             ;;;;;
55120;55068;BRABANT EN ARGONNE                    ;;;;;
55800;55069;BRABANT LE ROI                        ;;;;;
55100;55070;BRABANT SUR MEUSE                     ;;;;;
55150;55071;BRANDEVILLE                           ;;;;;
55400;55072;BRAQUIS                               ;;;;;
55100;55073;BRAS SUR MEUSE                        ;;;;;
55170;55075;BRAUVILLIERS                          ;;;;;
55150;55076;BREHEVILLE                            ;;;;;
55600;55077;BREUX                                 ;;;;;
55110;55078;BRIEULLES SUR MEUSE                   ;;;;;
55000;55079;BRILLON EN BARROIS                    ;;;;;
55140;55080;BRIXEY AUX CHANOINES                  ;;;;;
55250;55081;BRIZEAUX                              ;;;;;
55120;55082;BROCOURT EN ARGONNE                   ;;;;;
55700;55083;BROUENNES                             ;;;;;
55190;55084;BROUSSEY EN BLOIS                     ;;;;;
55200;55085;BROUSSEY RAULECOURT                   ;;;;;
55290;55087;BURE                                  ;;;;;
55140;55088;BUREY EN VAUX                         ;;;;;
55140;55089;BUREY LA COTE                         ;;;;;
55300;55093;BUXIERES SOUS LES COTES               ;;;;;
55400;55094;BUZY DARMONT                          ;;;;;
55700;55095;CESSE                                 ;;;;;
55210;55096;CHAILLON                              ;;;;;
55140;55097;CHALAINES                             ;;;;;
55100;55099;CHAMPNEUVILLE                         ;;;;;
55140;55100;CHAMPOUGNY                            ;;;;;
55000;55101;CHARDOGNE                             ;CHARDOGNE;CA DE BAR;0,6;;
55100;55102;CHARNY SUR MEUSE                      ;;;;;
55270;55103;CHARPENTRY                            ;;;;;
55130;55104;CHASSEY BEAUPRE                       ;;;;;
55400;55105;CHATILLON SOUS LES COTES              ;;;;;
55100;55106;CHATTANCOURT                          ;;;;;
55150;55107;CHAUMONT DEVANT DAMVILLERS            ;;;;;
55260;55108;CHAUMONT SUR AIRE                     ;;;;;
55600;55109;CHAUVENCY LE CHATEAU                  ;;;;;
55600;55110;CHAUVENCY ST HUBERT                   ;;;;;
55300;55111;CHAUVONCOURT                          ;;;;;
55270;55113;CHEPPY                                ;;;;;
55200;55114;CHONVILLE MALAUMONT                   ;;;;;
55270;55115;CIERGES SOUS MONTFAUCON               ;;;;;
55120;55116;LE CLAON                              ;;;;;
55120;55117;CLERMONT EN ARGONNE                   ;;;;;
55110;55118;CLERY LE GRAND                        ;;;;;
55110;55119;CLERY LE PETIT                        ;;;;;
55000;55120;COMBLES EN BARROIS                    ;COMBLES EN BARROIS;CA DE BAR;0,6;;
55160;55121;COMBRES SOUS LES COTES                ;;;;;
55200;55122;COMMERCY                              ;;;;;
55000;55123;LES HAUTS DE CHEE                     ;;;;;
55110;55124;CONSENVOYE                            ;;;;;
55800;55125;CONTRISSON                            ;;;;;
55260;55127;COURCELLES EN BARROIS                 ;;;;;
55260;55128;COURCELLES SUR AIRE                   ;;;;;
55260;55129;COUROUVRE                             ;;;;;
55170;55132;COUSANCES LES FORGES                  ;;;;;
55290;55133;COUVERTPUIS                           ;;;;;
55800;55134;COUVONGES                             ;;;;;
55270;55137;CUISY                                 ;;;;;
55100;55139;CUMIERES LE MORT HOMME                ;;;;;
55110;55140;CUNEL                                 ;;;;;
55500;55141;DAGONVILLE                            ;;;;;
55130;55142;DAINVILLE BERTHELEVILLE               ;;;;;
55400;55143;DAMLOUP                               ;;;;;
55500;55144;DAMMARIE SUR SAULX                    ;;;;;
55150;55145;DAMVILLERS                            ;;;;;
55110;55146;DANNEVOUX                             ;;;;;
55130;55148;DELOUZE ROSIERES                      ;;;;;
55150;55149;DELUT                                 ;;;;;
55130;55150;DEMANGE AUX EAUX                      ;;;;;
55400;55153;DIEPPE SOUS DOUAUMONT                 ;;;;;
55320;55154;DIEUE SUR MEUSE                       ;;;;;
55120;55155;DOMBASLE EN ARGONNE                   ;;;;;
55150;55156;DOMBRAS                               ;;;;;
55160;55157;DOMMARTIN LA MONTAGNE                 ;;;;;
55240;55158;DOMMARY BARONCOURT                    ;;;;;
55300;55159;DOMPCEVRIN                            ;;;;;
55300;55160;DOMPIERRE AUX BOIS                    ;;;;;
55240;55162;DOMREMY LA CANNE                      ;;;;;
55160;55163;DONCOURT AUX TEMPLIERS                ;;;;;
55100;55164;DOUAUMONT                             ;;;;;
55110;55165;DOULCON                               ;;;;;
55100;55166;DUGNY SUR MEUSE                       ;;;;;
55110;55167;DUN SUR MEUSE                         ;;;;;
55230;55168;DUZEY                                 ;;;;;
55600;55169;ECOUVIEZ                              ;;;;;
55150;55170;ECUREY EN VERDUNOIS                   ;;;;;
55400;55171;EIX                                   ;;;;;
55160;55172;LES EPARGES                           ;;;;;
55140;55173;EPIEZ SUR MEUSE                       ;;;;;
55270;55174;EPINONVILLE                           ;;;;;
55260;55175;ERIZE LA BRULEE                       ;;;;;
55260;55177;ERIZE LA PETITE                       ;;;;;
55000;55178;ERIZE ST DIZIER                       ;;;;;
55500;55179;ERNEVILLE AUX BOIS                    ;;;;;
55100;55180;ESNES EN ARGONNE                      ;;;;;
55400;55181;ETAIN                                 ;;;;;
55240;55182;ETON                                  ;;;;;
55150;55183;ETRAYE                                ;;;;;
55200;55184;EUVILLE                               ;;;;;
55250;55185;EVRES                                 ;;;;;
55000;55186;FAINS VEEL                            ;FAINS VEEL;CA DE BAR;0,6;;
55600;55188;FLASSIGNY                             ;;;;;
55100;55189;FLEURY DEVANT DOUAUMONT               ;;;;;
55400;55191;FOAMEIX ORNEL                         ;;;;;
55110;55192;FONTAINES ST CLAIR                    ;;;;;
55110;55193;FORGES SUR MEUSE                      ;;;;;
55250;55194;FOUCAUCOURT SUR THABAS                ;;;;;
55500;55195;FOUCHERES AUX BOIS                    ;;;;;
55200;55196;FREMEREVILLE SOUS LES COTES           ;;;;;
55260;55197;FRESNES AU MONT                       ;;;;;
55160;55198;FRESNES EN WOEVRE                     ;;;;;
55120;55199;FROIDOS                               ;;;;;
55100;55200;FROMEREVILLE LES VALLONS              ;;;;;
55400;55201;FROMEZEY                              ;;;;;
55120;55202;FUTEAU                                ;;;;;
55320;55204;GENICOURT SUR MEUSE                   ;;;;;
55110;55206;GERCOURT ET DRILLANCOURT              ;;;;;
55000;55207;GERY                                  ;;;;;
55110;55208;GESNES EN ARGONNE                     ;;;;;
55260;55210;GIMECOURT                             ;;;;;
55400;55211;GINCREY                               ;;;;;
55200;55212;GIRAUVOISIN                           ;;;;;
55500;55214;GIVRAUVAL                             ;GIVRAUVAL;CA DE BAR;0,6;;
55130;55215;GONDRECOURT LE CHATEAU                ;;;;;
55230;55216;GOURAINCOURT                          ;;;;;
55140;55217;GOUSSAINCOURT                         ;;;;;
55150;55218;GREMILLY                              ;;;;;
55400;55219;GRIMAUCOURT EN WOEVRE                 ;;;;;
55500;55220;GRIMAUCOURT PRES SAMPIGNY             ;;;;;
55000;55221;GUERPONT                              ;GUERPONT;CA DE BAR;0,6;;
55400;55222;GUSSAINVILLE                          ;;;;;
55000;55224;HAIRONVILLE                           ;;;;;
55700;55225;HALLES SOUS LES COTES                 ;;;;;
55600;55226;HAN LES JUVIGNY                       ;;;;;
55210;55228;HANNONVILLE SOUS LES COTES            ;;;;;
55300;55229;HAN SUR MEUSE                         ;;;;;
55160;55232;HARVILLE                              ;;;;;
55100;55236;HAUDAINVILLE                          ;;;;;
55160;55237;HAUDIOMONT                            ;;;;;
55100;55239;HAUMONT PRES SAMOGNEUX                ;;;;;
55220;55241;HEIPPES                               ;;;;;
55160;55242;HENNEMONT                             ;;;;;
55210;55243;HERBEUVILLE                           ;;;;;
55400;55244;HERMEVILLE EN WOEVRE                  ;;;;;
55210;55245;HEUDICOURT SOUS LES COTES             ;;;;;
55290;55246;HEVILLIERS                            ;;;;;
55130;55247;HORVILLE EN ORNOIS                    ;;;;;
55130;55248;HOUDELAINCOURT                        ;;;;;
55700;55250;INOR                                  ;;;;;
55220;55251;IPPECOURT                             ;;;;;
55600;55252;IRE LE SEC                            ;;;;;
55120;55253;LES ISLETTES                          ;;;;;
55220;55254;LES TROIS DOMAINES                    ;;;;;
55600;55255;JAMETZ                                ;;;;;
55160;55256;JONVILLE EN WOEVRE                    ;;;;;
55120;55257;JOUY EN ARGONNE                       ;;;;;
55200;55258;GEVILLE                               ;;;;;
55120;55260;JULVECOURT                            ;;;;;
55170;55261;JUVIGNY EN PERTHOIS                   ;;;;;
55600;55262;JUVIGNY SUR LOISON                    ;;;;;
55300;55263;KOEUR LA GRANDE                       ;;;;;
55300;55264;KOEUR LA PETITE                       ;;;;;
55160;55265;LABEUVILLE                            ;;;;;
55120;55266;LACHALADE                             ;;;;;
55210;55267;LACHAUSSEE                            ;;;;;
55300;55268;LACROIX SUR MEUSE                     ;;;;;
55260;55269;LAHAYMEIX                             ;;;;;
55300;55270;LAHAYVILLE                            ;;;;;
55800;55271;LAHEYCOURT                            ;;;;;
55800;55272;LAIMONT                               ;;;;;
55300;55274;LAMORVILLE                            ;;;;;
55700;55275;LAMOUILLY                             ;;;;;
55100;55276;LANDRECOURT LEMPIRE                   ;;;;;
55190;55278;LANEUVILLE AU RUPT                    ;;;;;
55700;55279;LANEUVILLE SUR MEUSE                  ;;;;;
55400;55280;LANHERES                              ;;;;;
55160;55281;LATOUR EN WOEVRE                      ;;;;;
55260;55282;LAVALLEE                              ;;;;;
55170;55284;LAVINCOURT                            ;;;;;
55120;55285;LAVOYE                                ;;;;;
55220;55286;LEMMES                                ;;;;;
55200;55288;LEROUVILLE                            ;;;;;
55260;55289;LEVONCOURT                            ;;;;;
55260;55290;LIGNIERES SUR AIRE                    ;;;;;
55500;55291;LIGNY EN BARROIS                      ;LIGNY EN BARROIS;CA DE BAR;0,6;;
55110;55292;LINY DEVANT DUN                       ;;;;;
55110;55293;LION DEVANT DUN                       ;;;;;
55250;55295;LISLE EN BARROIS                      ;;;;;
55000;55296;LISLE EN RIGAULT                      ;;;;;
55150;55297;LISSEY                                ;;;;;
55000;55298;LOISEY CULEY                          ;LOISEY CULEY;CA DE BAR;0,6;;
55230;55299;LOISON                                ;;;;;
55500;55300;LONGEAUX                              ;LONGEAUX;CA DE BAR;0,6;;
55260;55301;LONGCHAMPS SUR AIRE                   ;;;;;
55000;55302;LONGEVILLE EN BARROIS                 ;LONGEVILLE EN BARROIS;CA DE BAR;0,6;;
55300;55303;LOUPMONT                              ;;;;;
55800;55304;LOUPPY LE CHATEAU                     ;;;;;
55600;55306;LOUPPY SUR LOISON                     ;;;;;
55100;55307;LOUVEMONT COTE DU POIVRE              ;;;;;
55700;55310;LUZY ST MARTIN                        ;;;;;
55160;55311;MAIZERAY                              ;;;;;
55300;55312;MAIZEY                                ;;;;;
55270;55313;MALANCOURT                            ;;;;;
55290;55315;MANDRES EN BARROIS                    ;;;;;
55150;55316;MANGIENNES                            ;;;;;
55160;55317;MANHEULLES                            ;;;;;
55160;55320;MARCHEVILLE EN WOEVRE                 ;;;;;
55100;55321;MARRE                                 ;;;;;
55190;55322;MARSON SUR BARBOURE                   ;;;;;
55700;55323;MARTINCOURT SUR MEUSE                 ;;;;;
55600;55324;MARVILLE                              ;;;;;
55400;55325;MAUCOURT SUR ORNE                     ;;;;;
55500;55326;MAULAN                                ;;;;;
55190;55327;MAUVAGES                              ;;;;;
55140;55328;MAXEY SUR VAISE                       ;;;;;
55300;55329;MECRIN                                ;;;;;
55190;55330;MELIGNY LE GRAND                      ;;;;;
55190;55331;MELIGNY LE PETIT                      ;;;;;
55500;55332;MENAUCOURT                            ;MENAUCOURT;CA DE BAR;0,6;;
55260;55333;MENIL AUX BOIS                        ;;;;;
55190;55334;MENIL LA HORGNE                       ;;;;;
55500;55335;MENIL SUR SAULX                       ;;;;;
55150;55336;MERLES SUR LOISON                     ;;;;;
55110;55338;MILLY SUR BRADON                      ;;;;;
55400;55339;MOGEVILLE                             ;;;;;
55800;55340;MOGNEVILLE                            ;;;;;
55150;55341;MOIREY FLABAS CREPION                 ;;;;;
55270;55343;MONTBLAINVILLE                        ;;;;;
55140;55344;MONTBRAS                              ;;;;;
55110;55345;MONT DEVANT SASSEY                    ;;;;;
55270;55346;MONTFAUCON D ARGONNE                  ;;;;;
55320;55347;LES MONTHAIRONS                       ;;;;;
55290;55348;MONTIERS SUR SAULX                    ;;;;;
55110;55349;MONTIGNY DEVANT SASSEY                ;;;;;
55140;55350;MONTIGNY LES VAUCOULEURS              ;;;;;
55600;55351;MONTMEDY                              ;;;;;
55000;55352;MONTPLONNE                            ;;;;;
55300;55353;MONTSEC                               ;;;;;
55100;55355;MONTZEVILLE                           ;;;;;
55400;55356;MORANVILLE                            ;;;;;
55400;55357;MORGEMOULIN                           ;;;;;
55500;55358;CHANTERAINE                           ;CHANTERAINE;CA DE BAR;0,6;;
55290;55359;MORLEY                                ;;;;;
55320;55360;MOUILLY                               ;;;;;
55400;55361;MOULAINVILLE                          ;;;;;
55700;55362;MOULINS ST HUBERT                     ;;;;;
55160;55363;MOULOTTE                              ;;;;;
55700;55364;MOUZAY                                ;;;;;
55110;55365;MURVAUX                               ;;;;;
55000;55366;VAL D ORNAIN                          ;VAL D ORNAIN;CA DE BAR;0,6;;
55230;55367;MUZERAY                               ;;;;;
55190;55368;NAIVES EN BLOIS                       ;;;;;
55000;55369;NAIVES ROSIERES                       ;NAIVES ROSIERES;CA DE BAR;0,6;;
55500;55370;NAIX AUX FORGES                       ;NAIX AUX FORGES;CA DE BAR;0,6;;
55500;55371;NANCOIS LE GRAND                      ;;;;;
55500;55372;NANCOIS SUR ORNAIN                    ;NANCOIS SUR ORNAIN;CA DE BAR;0,6;;
55500;55373;NANT LE GRAND                         ;NANT LE GRAND;CA DE BAR;0,6;;
55500;55374;NANT LE PETIT                         ;;;;;
55270;55375;NANTILLOIS                            ;;;;;
55500;55376;NANTOIS                               ;NANTOIS;CA DE BAR;0,6;;
55700;55377;NEPVANT                               ;;;;;
55800;55378;NETTANCOURT                           ;;;;;
55120;55379;LE NEUFOUR                            ;;;;;
55260;55380;NEUVILLE EN VERDUNOIS                 ;;;;;
55140;55381;NEUVILLE LES VAUCOULEURS              ;;;;;
55800;55382;NEUVILLE SUR ORNAIN                   ;;;;;
55120;55383;NEUVILLY EN ARGONNE                   ;;;;;
55260;55384;NICEY SUR AIRE                        ;;;;;
55120;55385;NIXEVILLE BLERCOURT                   ;;;;;
55210;55386;NONSARD LAMARCHE                      ;;;;;
55230;55387;NOUILLONPONT                          ;;;;;
55800;55388;NOYERS AUZECOURT                      ;;;;;
55250;55389;NUBECOURT                             ;;;;;
55700;55391;OLIZY SUR CHIERS                      ;;;;;
55150;55394;ORNES                                 ;;;;;
55220;55395;OSCHES                                ;;;;;
55190;55396;OURCHES SUR MEUSE                     ;;;;;
55140;55397;PAGNY LA BLANCHE COTE                 ;;;;;
55190;55398;PAGNY SUR MEUSE                       ;;;;;
55160;55399;PAREID                                ;;;;;
55400;55400;PARFONDRUPT                           ;;;;;
55300;55401;LES PAROCHES                          ;;;;;
55150;55403;PEUVILLERS                            ;;;;;
55260;55404;PIERREFITTE SUR AIRE                  ;;;;;
55230;55405;PILLON                                ;;;;;
55160;55406;PINTHEVILLE                           ;;;;;
55200;55407;PONT SUR MEUSE                        ;;;;;
55700;55408;POUILLY SUR MEUSE                     ;;;;;
55250;55409;PRETZ EN ARGONNE                      ;;;;;
55600;55410;QUINCY LANDZECOURT                    ;;;;;
55220;55411;RAMBLUZIN ET BENOITE VAUX             ;;;;;
55300;55412;RAMBUCOURT                            ;;;;;
55800;55414;RANCOURT SUR ORNAIN                   ;;;;;
55300;55415;RANZIERES                             ;;;;;
55120;55416;RARECOURT                             ;;;;;
55120;55419;RECICOURT                             ;;;;;
55220;55420;RECOURT LE CREUX                      ;;;;;
55190;55421;REFFROY                               ;;;;;
55110;55422;REGNEVILLE SUR MEUSE                  ;;;;;
55250;55423;REMBERCOURT SOMMAISNE                 ;;;;;
55800;55424;REMENNECOURT                          ;;;;;
55600;55425;REMOIVILLE                            ;;;;;
55000;55426;RESSON                                ;RESSON;CA DE BAR;0,6;;
55800;55427;REVIGNY SUR ORNAIN                    ;;;;;
55150;55428;REVILLE AUX BOIS                      ;;;;;
55160;55429;RIAVILLE                              ;;;;;
55290;55430;RIBEAUCOURT                           ;;;;;
55300;55431;RICHECOURT                            ;;;;;
55140;55433;RIGNY LA SALLE                        ;;;;;
55140;55434;RIGNY ST MARTIN                       ;;;;;
55000;55435;ROBERT ESPAGNE                        ;ROBERT ESPAGNE;CA DE BAR;0,6;;
55130;55436;LES ROISES                            ;;;;;
55150;55437;ROMAGNE SOUS LES COTES                ;;;;;
55110;55438;ROMAGNE SOUS MONTFAUCON               ;;;;;
55160;55439;RONVAUX                               ;;;;;
55260;55442;RAIVAL                                ;;;;;
55400;55443;ROUVRES EN WOEVRE                     ;;;;;
55300;55444;ROUVROIS SUR MEUSE                    ;;;;;
55230;55445;ROUVROIS SUR OTHAIN                   ;;;;;
55000;55446;RUMONT                                ;RUMONT;CA DE BAR;0,6;;
55170;55447;RUPT AUX NONAINS                      ;;;;;
55260;55448;RUPT DEVANT ST MIHIEL                 ;;;;;
55320;55449;RUPT EN WOEVRE                        ;;;;;
55150;55450;RUPT SUR OTHAIN                       ;;;;;
55500;55452;ST AMAND SUR ORNAIN                   ;ST AMAND SUR ORNAIN;CA DE BAR;0,6;;
55220;55453;ST ANDRE EN BARROIS                   ;;;;;
55500;55454;ST AUBIN SUR AIRE                     ;;;;;
55140;55456;ST GERMAIN SUR MEUSE                  ;;;;;
55160;55457;ST HILAIRE EN WOEVRE                  ;;;;;
55400;55458;ST JEAN LES BUZY                      ;;;;;
55130;55459;ST JOIRE                              ;;;;;
55200;55460;ST JULIEN SOUS LES COTES              ;;;;;
55150;55461;ST LAURENT SUR OTHAIN                 ;;;;;
55210;55462;ST MAURICE SOUS LES COTES             ;;;;;
55300;55463;ST MIHIEL                             ;;;;;
55230;55464;ST PIERREVILLERS                      ;;;;;
55160;55465;ST REMY LA CALONNE                    ;;;;;
55000;55466;SALMAGNE                              ;SALMAGNE;CA DE BAR;0,6;;
55300;55467;SAMPIGNY                              ;;;;;
55100;55468;SAMOGNEUX                             ;;;;;
55110;55469;SASSEY SUR MEUSE                      ;;;;;
55000;55470;SAUDRUPT                              ;;;;;
55110;55471;SAULMORY ET VILLEFRANCHE              ;;;;;
55500;55472;SAULVAUX                              ;;;;;
55160;55473;SAULX LES CHAMPLON                    ;;;;;
55140;55474;SAUVIGNY                              ;;;;;
55190;55475;SAUVOY                                ;;;;;
55000;55476;SAVONNIERES DEVANT BAR                ;SAVONNIERES DEVANT BAR;CA DE BAR;0,6;;
55170;55477;SAVONNIERES EN PERTHOIS               ;;;;;
55000;55479;SEIGNEULLES                           ;;;;;
55230;55481;SENON                                 ;;;;;
55220;55482;SENONCOURT LES MAUJOUY                ;;;;;
55270;55484;SEPTSARGES                            ;;;;;
55140;55485;SEPVIGNY                              ;;;;;
55300;55487;SEUZEY                                ;;;;;
55000;55488;SILMONT                               ;SILMONT;CA DE BAR;0,6;;
55100;55489;SIVRY LA PERCHE                       ;;;;;
55110;55490;SIVRY SUR MEUSE                       ;;;;;
55320;55492;SOMMEDIEUE                            ;;;;;
55800;55493;SOMMEILLES                            ;;;;;
55170;55494;SOMMELONNE                            ;;;;;
55230;55495;SORBEY                                ;;;;;
55190;55496;SORCY ST MARTIN                       ;;;;;
55220;55497;LES SOUHESMES RAMPONT                 ;;;;;
55220;55498;SOUILLY                               ;;;;;
55230;55500;SPINCOURT                             ;;;;;
55500;55501;STAINVILLE                            ;;;;;
55700;55502;STENAY                                ;;;;;
55140;55503;TAILLANCOURT                          ;;;;;
55000;55504;TANNOIS                               ;TANNOIS;CA DE BAR;0,6;;
55840;55505;THIERVILLE SUR MEUSE                  ;THIERVILLE SUR MEUSE;SMAT DU VERDUNOIS;0,55;;
55260;55506;THILLOMBOIS                           ;;;;;
55210;55507;THILLOT                               ;;;;;
55600;55508;THONNE LA LONG                        ;;;;;
55600;55509;THONNE LE THIL                        ;;;;;
55600;55510;THONNE LES PRES                       ;;;;;
55600;55511;THONNELLE                             ;;;;;
55220;55512;TILLY SUR MEUSE                       ;;;;;
55000;55514;TREMONT SUR SAULX                     ;TREMONT SUR SAULX;CA DE BAR;0,6;;
55160;55515;TRESAUVAUX                            ;;;;;
55130;55516;TREVERAY                              ;;;;;
55250;55517;SEUIL D ARGONNE                       ;;;;;
55500;55518;COUSANCES LES TRICONVILLE             ;;;;;
55310;55519;TRONVILLE EN BARROIS                  ;TRONVILLE EN BARROIS;CA DE BAR;0,6;;
55190;55520;TROUSSEY                              ;;;;;
55300;55521;TROYON                                ;;;;;
55140;55522;UGNY SUR MEUSE                        ;;;;;
55100;55523;VACHERAUVILLE                         ;;;;;
55220;55525;VADELAINCOURT                         ;;;;;
55200;55526;VADONVILLE                            ;;;;;
55270;55527;VARENNES EN ARGONNE                   ;;;;;
55300;55528;VARNEVILLE                            ;;;;;
55300;55530;VALBOIS                               ;;;;;
55800;55531;VASSINCOURT                           ;;;;;
55250;55532;VAUBECOURT                            ;;;;;
55140;55533;VAUCOULEURS                           ;;;;;
55130;55534;VAUDEVILLE LE HAUT                    ;;;;;
55230;55535;VAUDONCOURT                           ;;;;;
55270;55536;VAUQUOIS                              ;;;;;
55400;55537;VAUX DEVANT DAMLOUP                   ;;;;;
55300;55540;VAUX LES PALAMEIX                     ;;;;;
55000;55541;VAVINCOURT                            ;VAVINCOURT;CA DE BAR;0,6;;
55500;55543;VELAINES                              ;VELAINES;CA DE BAR;0,6;;
55600;55544;VELOSNES                              ;;;;;
55100;55545;VERDUN                                ;VERDUN;SMAT DU VERDUNOIS;0,55;;
55600;55546;VERNEUIL GRAND                        ;;;;;
55600;55547;VERNEUIL PETIT                        ;;;;;
55270;55549;VERY                                  ;;;;;
55210;55551;VIGNEULLES LES HATTONCHATEL           ;;;;;
55600;55552;VIGNEUL SOUS MONTMEDY                 ;;;;;
55200;55553;VIGNOT                                ;;;;;
55600;55554;VILLECLOYE                            ;;;;;
55260;55555;VILLE DEVANT BELRAIN                  ;;;;;
55150;55556;VILLE DEVANT CHAUMONT                 ;;;;;
55160;55557;VILLE EN WOEVRE                       ;;;;;
55190;55559;VILLEROY SUR MEHOLLE                  ;;;;;
55800;55560;VILLERS AUX VENTS                     ;;;;;
55110;55561;VILLERS DEVANT DUN                    ;;;;;
55500;55562;VILLERS LE SEC                        ;;;;;
55150;55563;VILLERS LES MANGIENNES                ;;;;;
55160;55565;VILLERS SOUS PAREID                   ;;;;;
55220;55566;VILLERS SUR MEUSE                     ;;;;;
55120;55567;VILLE SUR COUSANCES                   ;;;;;
55000;55568;VILLE SUR SAULX                       ;;;;;
55250;55569;VILLOTTE DEVANT LOUPPY                ;;;;;
55260;55570;VILLOTTE SUR AIRE                     ;;;;;
55110;55571;VILOSNES HARAUMONT                    ;;;;;
55150;55572;VITTARVILLE                           ;;;;;
55190;55573;VOID VACON                            ;;;;;
55130;55574;VOUTHON BAS                           ;;;;;
55130;55575;VOUTHON HAUT                          ;;;;;
55250;55577;WALY                                  ;;;;;
55400;55578;WARCQ                                 ;;;;;
55160;55579;WATRONVILLE                           ;;;;;
55150;55580;WAVRILLE                              ;;;;;
55500;55581;WILLERONCOURT                         ;;;;;
55700;55582;WISEPPE                               ;;;;;
55210;55583;WOEL                                  ;;;;;
55300;55584;WOIMBEY                               ;;;;;
55300;55586;XIVRAY ET MARVOISIN                   ;;;;;
56350;56001;ALLAIRE                               ;;;;;
56190;56002;AMBON                                 ;;;;;
56610;56003;ARRADON                               ;ARRADON;COMMUNAUTE AGGLOMERATION DU PAYS DE VANNES;1,1;;
56190;56004;ARZAL                                 ;;;;;
56640;56005;ARZON                                 ;;;;;
56800;56006;AUGAN                                 ;;;;;
56400;56007;AURAY                                 ;;;;;
56870;56008;BADEN                                 ;BADEN;COMMUNAUTE AGGLOMERATION DU PAYS DE VANNES;1,1;;
56360;56009;BANGOR                                ;;;;;
56150;56010;BAUD                                  ;;;;;
56350;56011;BEGANNE                               ;;;;;
56380;56012;BEIGNON                               ;;;;;
56550;56013;BELZ                                  ;;;;;
56240;56014;BERNE                                 ;;;;;
56230;56015;BERRIC                                ;;;;;
56310;56016;BIEUZY                                ;;;;;
56500;56017;BIGNAN                                ;;;;;
56190;56018;BILLIERS                              ;;;;;
56420;56019;BILLIO                                ;;;;;
56140;56020;BOHAL                                 ;;;;;
56700;56021;BRANDERION                            ;BRANDERION;LORIENT AGGLOMERATION;1,8;;
56390;56022;BRANDIVY                              ;;;;;
56400;56023;BRECH                                 ;;;;;
56580;56024;BREHAN                                ;;;;;
56430;56025;BRIGNAC                               ;;;;;
56310;56026;BUBRY                                 ;BUBRY;LORIENT AGGLOMERATION;1;;
56420;56027;BULEON                                ;;;;;
56220;56028;CADEN                                 ;;;;;
56240;56029;CALAN                                 ;CALAN;LORIENT AGGLOMERATION;1;;
56130;56030;CAMOEL                                ;CAMOEL;CAP ATLANTIQUE;0,6;;
56330;56031;CAMORS                                ;;;;;
56800;56032;CAMPENEAC                             ;;;;;
56910;56033;CARENTOIR                             ;;;;;
56340;56034;CARNAC                                ;;;;;
56140;56035;CARO                                  ;;;;;
56850;56036;CAUDAN                                ;CAUDAN;LORIENT AGGLOMERATION;1,8;;
56460;56037;LA CHAPELLE CARO                      ;;;;;
56200;56038;LA CHAPELLE GACELINE                  ;;;;;
56500;56039;LA CHAPELLE NEUVE                     ;;;;;
56620;56040;CLEGUER                               ;CLEGUER;LORIENT AGGLOMERATION;1,8;;
56480;56041;CLEGUEREC                             ;;;;;
56390;56042;COLPO                                 ;;;;;
56430;56043;CONCORET                              ;;;;;
56200;56044;COURNON                               ;;;;;
56230;56045;LE COURS                              ;;;;;
56950;56046;CRACH                                 ;;;;;
56580;56047;CREDIN                                ;;;;;
56540;56048;LE CROISTY                            ;;;;;
56920;56049;CROIXANVEC                            ;;;;;
56120;56050;LA CROIX HELLEAN                      ;;;;;
